month,portal,school,embeds,maps-created,page-views,bytes-out,deleted-created-ratio,rows-loaded-total,rows-loaded-total-lag,rows-accessed-total,rows-accessed-total-lag,rows-loaded-api,rows-loaded-api-lag,rows-loaded-print,rows-accessed-website,rows-loaded-download,rows-accessed-api,rows-accessed-api-lag,rows-loaded-website,rows-accessed-rss,rows-deleted,maps-deleted,filters-created,rows-loaded-widget,rows-accessed-widget,users-created,datasets-created,rows-accessed-download,datasets-deleted,view-loaded,rows-accessed-print,rows-loaded-rss,bytes-in,filters-deleted,rows-created,disk-usage,geocoding-requests,charts-deleted,charts-created,comments,app-token-created,shares
27,data.cityofboston.gov,0,2637,308,40643,1.06E+11,0.989469008,55951411,42336345,7754,6041,3888825,221391,504639,154765,51534056,4280,610,1897641,513,27981294,308,1056,260355,14910,32,174,2789,167,10862,172,23891,1003511798,1048,28279101,3838281298,,,,,,
28,data.cityofboston.gov,0,187,318,40995,1.14E+11,0.9283482,69085102,60307376,16543,12264,5820536,7461101,422062,141331,62817906,13242,7894,2192187,550,26074048,308,1080,178352,14218,43,163,2630,156,7592,121,24598,778526290,1073,28086496,3771270738,,,,,,
29,data.cityofboston.gov,0,182,444,36622,81474558722,0.835338562,92795028,55951411,6896,7754,2074100,3888825,256028,89320,90429286,3571,4280,1324884,805,35760427,442,1567,195508,16258,30,231,2436,203,5737,84,35614,524345134,1562,42809501,3991230000,1997,,,,2,
30,data.cityofboston.gov,0,2224,604,51365,59964850207,0.873610324,75995007,69085102,13601,16543,2014017,5820536,211150,255360,73722561,8269,13242,3244722,1030,33460702,593,1719,851812,47420,81,247,4219,211,13762,83,47279,1384889178,1688,38301633,4034590256,,25,25,,2,
31,data.cityofboston.gov,0,1642,331,53256,61324980119,0.890570874,115825492,92795028,16516,6896,20582747,2074100,385359,248912,94813883,13056,3571,3264869,1009,12697715,330,854,626949,34906,68,75,2279,75,13972,172,43503,1245322183,842,14257950,3914651184,,11,12,,,
32,data.cityofboston.gov,0,1525,61,119915,89169303284,0.659209288,127634534,75995007,14007,13601,51875171,2014017,555683,315266,75175587,11144,8269,7085203,664,2927706,54,157,818726,38307,60,29,1990,17,93841,209,28093,1224906571,144,4441239,6854166760,,4,5,,,
33,data.cityofboston.gov,0,1361,52,161823,1.40E+11,0.523653458,155827643,115825492,8104,16516,58591965,20582747,934913,408736,96274336,4008,13056,9765351,638,2480869,47,146,591216,32104,55,14,3191,7,125009,267,26429,1838008250,122,4737616,6900451560,,3,4,,1,
34,data.cityofboston.gov,0,34275,2,205330,1.47E+11,0.594934449,202244067,127634534,7613,14007,60198652,51875171,1498973,490848,140523282,3456,11144,10881509,589,536475,1,25,6859369,173018,52,28,3133,24,161157,435,23160,2957300481,4,901738,6728157416,,,,,1,
35,data.cityofboston.gov,0,1537,2,161116,1.66E+11,0.788606583,247424358,155827643,7615,8104,59206340,58591965,1942164,461727,186248000,3673,4008,9726622,687,553631,1,33,675525,38243,51,115,2766,113,120858,489,27854,2461864865,10,702037,7922206952,,,,,1,
36,data.cityofboston.gov,0,1419,,331374,2.74E+11,0.802048375,492361983,202244067,30154,7613,65384963,60198652,2069055,460634,424869096,23981,3456,10982613,968,1065652,,44,818951,66950,51,122,4654,122,149373,551,38869,2330832842,16,1328663,8143104232,,,,,,
1,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,data.kcmo.org,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,data.kcmo.org,0,,,38,2053488,0,,,,,,,,30,,,,381,,,,,,,2,2,,,3,,,62912,,203,,,,,,,
11,data.kcmo.org,0,,4,991,576401356,0.00875858,,,,,,,,549,,,,19155,,5951,,3,21,3,7,8,,1,86,,,2292741,1,679448,43900928,140186,,,,,
12,data.kcmo.org,0,1,,586,863678256,0.270237756,,,,,,,,754,,,,36633,,148704,,,162,3,2,79,,14,198,,,5821547,,550271,1251154115,40471,,,,,
13,data.kcmo.org,0,40,,6566,29196959704,4.721854386,348485,,128,,21,,42,62454,348322,22,,502325,2,767358,4,23,16404,1713,12,56,101,25,4059,3,100,292889008,22,162512,141166772,17,2,4,2,,1
14,data.kcmo.org,0,20,2,6246,23090732716,0.499575501,665486,,276,,148925,,6414,20620,504460,82,,191014,130,623147,,,2403,166,15,125,62,10,1913,2,5687,98955084,,1247353,1821143003,157647,,,2,,
15,data.kcmo.org,0,30,42,8873,27188666620,0.209295498,4180095,348485,350,128,79,21,9035,14020,4162402,79,22,211849,179,1520496,34,29,6308,246,18,534,82,52,2343,10,8579,68469375,20,7264829,1515413468,309085,3,4,,,
16,data.kcmo.org,0,154,7,6601,10736331421,0.158162509,4897686,665486,308,276,19592,148925,35077,8797,4842775,34,82,207841,10,3202,1,8,24170,437,7,27,249,5,1599,15,242,50013200,5,20245,2334244121,11364,,,1,,1
17,data.kcmo.org,0,86,47,8399,14484424348,0.881564851,2458557,4180095,262,350,21298,79,58369,12027,2378790,28,79,226207,2,5723067,40,20,11431,238,11,23,206,15,1439,26,100,62312460,17,6491941,2484006944,355821,2,1,,,6
18,data.kcmo.org,0,58,117,16418,16439976429,0.6566904,1787071,4897686,197,308,112455,19592,62471,14135,1611895,48,34,322593,5,3311318,110,130,21788,530,12,69,123,32,1917,21,250,78750136,115,5042434,3474149408,360094,,1,1,,4
19,data.kcmo.org,0,39,99,8853,11101143364,0.221587059,5020081,2458557,687,262,30291,21298,92700,12235,4889843,215,28,235539,162,558225,93,95,7929,169,25,23,265,19,1773,45,7247,58710918,85,2519213,3379867680,219307,,,1,,
20,data.kcmo.org,0,46,43,8967,11008599366,0.619967281,3883678,1787071,2469,197,1269670,112455,122243,14650,2480927,1656,48,324330,250,214115,37,29,22379,498,22,44,487,11,3352,76,10838,79361319,23,345365,4100660932,51752,,,,,
21,data.kcmo.org,0,129,78,10505,18567123770,0.287244204,5621013,5020081,494,687,560954,30291,125824,17169,4932954,90,215,438719,29,1038050,68,67,72251,1562,15,16,328,10,2198,47,1281,142819898,54,3613824,4165268919,345533,,,,,2
22,data.kcmo.org,0,45,74,8456,8887800772,0.900768904,4693037,3883678,2087,2469,552190,1269670,87711,13849,4050808,802,1656,397643,56,574151,70,87,15184,287,74,43,1199,22,1590,30,2328,106576121,83,637401,4642128928,36790,3,4,,2,5
23,data.kcmo.org,0,279,136,14662,21301436385,0.751409529,25800825,5621013,1459,494,1165960,560954,44391,23440,24587853,794,90,722102,62,771385,113,133,108727,3449,65,761,590,91,5964,13,2621,270666495,94,1026584,4743229972,113982,,5,,1,4
24,data.kcmo.org,0,60,115,11039,15596230807,0.836848406,13904290,4693037,4612,2087,1827560,552190,82853,15242,11988699,3927,802,453539,113,487219,101,134,20966,601,13,362,542,47,3872,30,5178,268009384,110,582207,5379780588,75367,20,25,,,1
25,data.kcmo.org,0,101,146,16452,13365025828,1.20926208,4795775,25800825,1432,1459,391754,1165960,170778,20889,4230220,833,794,459255,73,723932,137,185,58395,1475,21,294,461,61,5192,65,3023,213607770,161,598656,5718087342,66684,43,46,,,4
26,data.kcmo.org,0,245,171,16814,14976596452,0.712079486,6438608,13904290,1964,4612,1046425,1827560,192298,20435,5194518,1318,3927,338263,121,222888,164,193,38685,2083,10,331,468,54,5416,57,5367,184568577,181,313010,6779543821,40203,56,57,4,1,1
27,data.kcmo.org,0,295,72,36071,27217728996,0.115045328,5450697,4795775,1867,1432,675866,391754,125688,26168,4640633,840,833,460852,202,165914,53,46,24493,1675,28,170,768,62,12807,57,8510,216714595,22,1442162,8525350215,125665,6,21,5,,26
28,data.kcmo.org,0,734,83,37692,32896171658,1.020835249,15482384,6438608,2657,1964,1802566,1046425,125603,25677,13545597,1500,1318,508683,204,755120,70,61,23207,1323,22,308,883,77,14654,70,8618,274947427,40,739708,9021826760,110230,13,22,,,22
29,data.kcmo.org,0,764,77,41292,52628199516,0.605228225,20666502,5450697,5291,1867,3317596,675866,360447,18094,16959686,3073,840,372695,720,1924955,76,87,16982,1043,16,231,1423,41,16708,75,28773,180936436,73,3180544,9222173770,112740,45,51,2,1,24
30,data.kcmo.org,0,1163,27,43732,80160916732,0.4592228,19514408,15482384,2079,2657,692094,1802566,436767,23078,18369002,339,1500,581046,398,768885,19,96,28167,2114,22,194,1244,48,17628,98,16545,218647189,73,1674318,9402256396,151464,50,61,2,,27
31,data.kcmo.org,0,1099,11,43609,44101960155,1.015891206,20234859,20666502,2566,5291,1308594,3317596,125696,22821,18778163,1331,3073,555347,555,613452,3,74,19710,998,31,99,649,13,17532,31,22406,211644356,46,603856,9781165611,55263,23,27,2,1,7
32,data.kcmo.org,0,1291,5,42854,52131961199,0.818351747,21095552,19514408,4161,2079,2845499,692094,136885,23923,18083108,2833,339,524896,736,665464,,55,18485,1071,9,173,557,17,18586,35,30060,196521264,37,813176,10514859280,163579,25,39,,1,15
33,data.kcmo.org,0,1447,3,43175,52453107689,0.92747902,30512841,20234859,3281,2566,3205804,1308594,134339,27596,27152588,1887,1331,531179,510,388367,2,27,21348,1406,17,119,847,50,20300,37,20110,229767807,4,418734,10652011090,16477,4,6,1,,15
34,data.kcmo.org,0,1615,,48595,56563617177,0.789769215,39805933,21095552,6968,4161,8683613,2845499,127839,25596,30986932,5633,2833,490829,184,619709,,47,39100,2471,17,134,1115,13,20994,36,7549,218342378,42,784671,10765480261,7472,20,20,,1,11
35,data.kcmo.org,0,1621,3,95330,54536240361,0.143166674,46901254,30512841,3700,3281,4097961,3205804,86863,27217,42703628,2408,1887,570748,317,6145,,56,29535,1778,10,90,953,353,17137,22,12802,284248536,53,42922,11230973897,5614,114,124,,3,4
36,data.kcmo.org,0,1659,,906673,51272036969,0.528012342,37271865,39805933,9355,6968,8479300,8683613,135618,26491,28639843,7951,5633,483938,436,19509,,102,40949,3193,11,207,934,132,17500,34,17104,260593013,99,36948,11252727787,6448,214,215,,,2
1,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,data.providenceri.gov/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,data.providenceri.gov/,0,,5,618,170257978,0.137931034,,,,,,,,230,,,,2915,,320,1,,,,5,32,,12,106,,,502742,,2320,0,49,,,,,
16,data.providenceri.gov/,0,,,1062,87114535,,,,,,,,,108,,,,4036,,,,,50,1,2,,,,86,,,440283,,,8385855,,,,,,
17,data.providenceri.gov/,0,2,1,1357,640260787,0.544702325,1410,,2,,,,,311,1410,,,10512,,221385,3,,50,1,2,39,2,18,190,,,863212,,406433,39802175,46027,,,,,1
18,data.providenceri.gov/,0,2,2,6168,1880047225,0.38754975,222515,,26,,5621,,1,44571,216893,6,,434219,,62125,,,26279,1587,5,19,19,10,1439,1,,86296213,,160302,185682264,29271,,,,,2
19,data.providenceri.gov/,0,20,17,7249,3719161571,4.974141585,252059,1410,96,2,14,,3243,39729,246696,14,,416089,48,35202,12,2,24804,1832,3,23,29,8,1621,5,2106,82883887,1,7077,184571487,274,,,,,
20,data.providenceri.gov/,0,2176,1,8784,4029084414,0,235289,222515,242,26,66,5621,10282,13759,221139,66,6,128099,84,,,2,5237,555,3,2,83,,3417,9,3802,28906688,,2829,197011057,,,,,,
21,data.providenceri.gov/,0,88,,6737,5064518952,0.149408284,509965,252059,289,96,69,14,7007,14690,497925,69,14,128279,107,707,,3,3178,199,2,8,103,1,1439,10,4964,29618209,3,4732,198583921,,4,6,,,
22,data.providenceri.gov/,0,133,4,7985,2254444920,0.017322176,340174,235289,201,242,42,66,13356,19387,324512,42,66,178054,52,828,2,,10401,932,4,18,98,4,1691,9,2264,46798222,,47800,207150788,158,,,,,
23,data.providenceri.gov/,0,60,,9666,1891608666,0.007899255,192209,509965,165,289,21,69,30134,11720,160942,22,69,125059,25,727,,,10355,924,7,42,103,1,1274,15,1112,30311325,,92034,236612164,,,,,,
24,data.providenceri.gov/,0,78,,9877,2247473506,0.468274112,629158,340174,222,201,28,42,20528,12450,606536,28,42,124443,44,738,,,8583,686,1,4,139,2,1066,11,2066,28476042,,1576,283704333,,,,,,
25,data.providenceri.gov/,0,63,2,13021,2951796185,0,706669,192209,438,165,85,21,30824,16249,671601,85,22,181993,102,,1,1,23760,3070,35,3,222,,1620,29,4159,47353301,,374,286551644,5,,,,31,
26,data.providenceri.gov/,0,108,,19080,3120778996,,634589,629158,363,222,43,28,26208,16362,603952,43,28,175144,105,,,,26087,1552,37,1,187,,1431,28,4386,46376893,,,286902074,,,,,30,
27,data.providenceri.gov/,0,90,5,24926,3098942031,0.653492372,355033,706669,400,438,1118,85,5720,19639,344024,81,85,262020,98,17477,4,,24808,1872,3,25,203,20,2280,18,4171,56011084,,26744,286902074,10,,,,1,
28,data.providenceri.gov/,0,257,2,25407,3324419341,0.303260045,199339,634589,296,363,153,43,15799,15610,180543,37,43,205900,63,1600,6,,19170,1598,1,39,187,23,3350,9,2844,44159840,,5276,287090490,,,,,,
29,data.providenceri.gov/,0,135,8,26530,3257615666,0.008553809,289738,355033,454,400,3217,1118,3869,14244,278215,277,81,187314,97,43,2,,11856,956,3,23,77,15,3295,3,4437,35510363,,5027,289814401,,,,,,
30,data.providenceri.gov/,0,121,,20200,2663142574,0.313272877,339197,199339,365,296,167,153,2310,13638,332466,167,37,163213,99,760,,,16328,1154,2,16,95,13,2416,4,4254,36242182,,2426,292723446,,,,,,
31,data.providenceri.gov/,0,691,,21663,3029636195,0.452546296,127787,289738,255,454,20627,3217,5777,15045,99237,172,277,158122,51,782,,,42053,3393,,18,27,14,3008,5,2146,44149865,,1728,295609752,,,,,,
32,data.providenceri.gov/,0,930,1,19305,2839924330,0.417027417,955072,339197,619,365,333809,167,1565,12805,618694,455,167,178222,30,867,,,15697,1331,1,33,132,21,5705,2,1004,34600701,,2079,302366181,40,,1,,,
33,data.providenceri.gov/,0,741,2,20405,2500203360,0.019356416,147992,127787,289,255,311,20627,2335,18840,143908,189,172,216236,38,871,,,16225,1273,,16,56,10,3189,6,1438,50377809,,44998,304628770,71820,,,,,
34,data.providenceri.gov/,0,513,1,20221,2890973839,0.480266815,837006,955072,501,619,270886,333809,8650,23267,554468,306,455,254627,77,864,1,,32796,2510,1,14,109,13,3040,9,3002,66738790,,1799,582011537,1,,,,,
35,data.providenceri.gov/,0,501,1,17475,3905522010,0.477109763,772050,147992,395,289,3374,311,9020,23934,757284,125,189,262858,61,865,1,,48541,6318,1,23,201,16,3700,8,2372,74293537,,1813,582011537,1,,,,,
36,data.providenceri.gov/,0,362,,23213,5132489364,0.48,4809778,837006,1191,501,4311911,270886,17590,18786,477473,977,306,226562,70,876,,1,33054,2001,2,48,133,10,3061,11,2804,47020898,,1825,584240008,,,,,,
